text,label
"💬 «Навіщо бізнесу Telegram?» Поки інші спалюють бюджети в Meta і Google — ваші конкуренти вже забирають клієнтів через Telegram-канали. ➡ Сотні тисяч охоплень щодня ➡ Аудиторія з довірою, а не банерною сліпотою ➡ Гнучкі формати реклами 🧾 Наш кейс: Клієнт: національна мережа доставки Розміщення: в 7 Telegram-каналах Ціль: нові клієнти у 4 містах ✅ +3 200 замовлень у перші 3 дні ✅ Клієнт повернувся через 6 днів із запитом на масштабування 🔊 Ми даємо результат! Ваш товар, послуга чи бренд вже може бути у стрічці людей, які реально читають і діють. 📩 Запис на розміщення відкритий. Напишіть @TrPromoUabot — підберемо формат під ваші цілі.",1
"Близька до ЦПК Безрукова причетна до поставки бракованих мін в армію, — експерт. «...без будь-якого письмового обґрунтування спроможностей виробництва контракти були укладені головою Агенції оборонних закупівель Міноборони Мариною Безруковою, і гроші були перераховані», – написав журналіст Юрій Бутусов. Зокрема, у 2024 році завод отримав із бюджету близько 28 млрд грн. на виробництво та постачання снарядів 122 мм, мінометних мін 120 та 82 мм для армії. Хоча не мав потужностей для такого замовлення. Довгий час кошти лежали на рахунках заводу, і в кінці року були повернуті в Міноборони, оскільки снаряди 122 мм не пройшли випробування. «А у випадку з виробництвом мін було здійснено справжній злочин – щоб не повертати кошти, підприємство та Мінстратегпром направили браковані міни у війська. З 247 тис. поставлених мін бракованими визнано 120 тис., згідно з джерел, близьких до справи», — пише Бутусов. Згодом СБУ порушила кримінальну справу, а днями на Дніпропетровщині затримала двох керівників заводу і двох представників Міноборони. Усім їм повідомлено про підозру у перешкоджанні діяльності ЗСУ і загрожує до 15 років тюрми, пише «Закон і бізнес». Водночас у діях Безрукової, яка близька до Центру протидії корупції, за даними ЗМІ, є ознаки кримінального правопорушення передбаченого ч.2 ст.367 ККУ («службова недбалість»). І хоча Камишин доповів дезінформацію керівництву країни, на її підставі були ухвалені рішення і саме Безрукова підписала контракт, хоча завод не мав необхідної документації та потужностей для виконання замовлення. А в своїй комерційній пропозиції вказував завищені показники виробництва.",0
"👀В Іспанії суд засекретив розслідування блекауту 28 квітня, – El Pais. Серед можливих версій розглядається й кібертероризм», визнав суддя Національного суду Іспанії.",0
"Дніпро у вогні, атака шахедами продовжується, кадри публікують місцеві ЗМІ. Під ударами цивільні! У Харкові 15 постраждалих. йобна русня з її «мирними ініціативами»🤬 Деталі в регіональних каналах – Труха⚡️Дніпро та Труха⚡️Харків",0
"🤯До 10 шахедів заходять на Дніпро, у місті гучно, працює ППО, – монітори. До речі, у Харкові було більше 15 вибухів, пишуть місцеві канали. Усі деталі з Дніпра –",0
"🤬У Харкові 9 вибухів за 10 хвилин! Місто під атакою шахедів, залітають нові. Мер пише, що один впав поблизу медичного закладу. Репортаж з місця подій –",0
"😢Підлітки скоїли парний суїцид у Львові. Дівчина та хлопець стрибнули з 16 поверху, поліція відкрила провадження за статтею про умисне вбивство з приміткою «самогубство». Яка ж це жесть. Батьки, говоріть зі своїми дітьми!",0
"Торгові центри Епіцентр відновили роботу після масштабної хакерської атаки. Компанії «Епіцентр К» вдалося відновити роботу всіх торговельних центрів мережі після хакерської атаки, що відбулася в ніч на 28 квітня. Як повідомляється на офіційній сторінці компанії у Facebook, цілеспрямована атака зловмисників призвела до серйозних наслідків для інфраструктури компанії. Протягом дня понеділка більшість торгових обʼєктів торгової мережі працювали з перебоями, проте зараз всі великі торгові центри компанії відновили стабільну роботу. На жаль, залишаються деякі складнощі з функціонуванням низки малоформатних торгових обʼєктів. Також невирішеними залишаються проблеми з регістрами бухгалтерського обліку. В структурі баз даних, що стосуються бухгалтерського обліку, відсутні всі регістри та журнали. В результаті цього немає змоги складати будь-які форми бухгалтерської та податкової звітності. В компанії також запевнили, що команда фахівців «Епіцентр К» продовжує роботи все можливе задля усунення наслідків хакерської атаки та якнайшвидшого відновлення всіх сервісів компанії.",0
"🤬Черкаси під масованою атакою шахедів. В місті пролунало близько 10 вибухів. Атака продовжується вже понад 2 години. Черкащина зараз, всі деталі:",0
"Мужик заробляє на OnlyFans за допомогою… згенерованої нейромережею дівчини. Він створив собі аватар красивої моделі, робить фото та ролики від її особи і приймає сотні $ донатів щодня. Як справи на заводі, пацани? 😁",0
"❗️Це хакерська атака на один із великих дата-центрів, – Гороховський про масштабний збій онлайн-сервісів. Роботу Monobank не зачепило. Тим часом у Дії нам повідомили, що збій у роботі мобільних застосунків стався через технічні оновлення у одного з великих центрів обробки даних.",0
"❗️Масовий збій онлайн-сервісів і терміналів! Схоже, не працює великий обʼєкт інфраструктури, що обслуговував фінансові установи, поштового перевізника тощо, – нардеп Федієнко. Що відомо станом на зараз? ▪️У «Новій пошти» пишуть про «технічні складнощі на стороні підрядника», але наголошують, що це НЕ хакерська атака; ▪️КМДА пише про технічний збій в Ощадбанку. Недоступна оплата проїзду на турнікетах метро; ▪️Також пишуть, що у таксистів не відображаються замовлення; ▪️Не проходять платежі через Apple/Google Pay; ▪️Не працюють додатки Дія, Нова пошта, Ощадбанк, ПУМБ, Ukrsibbank, Київ Цифровий тощо. Беріть із собою готівку і паперові документи! Репост усім!",0
"🔍 Чи знаєш ти, що більшість людей хоча б раз замислювались про дорослі іграшки, але так і не наважились спробувати? ❌ “Це не для мене” ❌ “А раптом не сподобається?” ❌ “Де знайти якісний товар?” ❌ “Як запропонувати це партнеру?” Ми знаємо відповіді на всі ці запитання 🔥 🔞 На mir-intima.ua — лише перевірені рішення: ✔️ Для новачків і досвідчених ✔️ Анонімна, максимально продумана доставка 👀 Час дізнатися більше! Підписуйся на наш канал де чесно, делікатно й цікаво говоримо про інтим і те, що справді має значення 🍆 #реклама",1
💥А ось і момент вибуху авто руснявого генерал-лейтенанта. Москалик пройшов денацифікацію 🔥,0
"😳 ОГО. Лудоманів в Україні стало ВТРИЧІ більше! Люди масово вносять себе у Реєстр. ▪️Уже 12 807 українців у списку тих, кому заборонено грати у азартні ігри. За рік додалося 9389 осіб, – Опендатбот; ▪️Майже усі записи у Реєстрі добровільні. Люди подають заяву про самообмеження, щоб закрити собі доступ до гральних закладів та участі в азартних іграх.",0
"❗️россия готова заключить сделку по Украине, осталось финализировать детали, – лавров. Тим часом рф атакує шахедами Україну, зокрема більше 5 вибухів було тільки у Харкові. Показують «прагнення до миру» діями🤬",0
"❗️До 125 млн(!) загиблих за лічені години та мільярди постраждалих від дефіциту продовольства: такі наслідки може викликати ядерна війна між Індією та Пакистаном, – дослідження Прінстонського університету від 2019 року. ▪️Це сценарій, де Індія застосовує 100 ядерних боєголовок, а Пакистан – 150; ▪️Кліматичні наслідки: Вибухи спричинять масштабні пожежі, які викинуть у атмосферу від 16 до 36 млн тонн сажі. Цей дим підніметься в стратосферу, зменшить кількість сонячного світла на 20–35%, що призведе до зниження глобальної температури на 2–5°C.; ▪️Глобальний голод: Через зниження температури та опадів (на 15–30%) сільськогосподарське виробництво зменшиться на 15–30% на суші та на 5–15% в океанах, що може спричинити масовий голод у всьому світі; ▪️Відновлення клімату та екосистем може зайняти понад 10 років. А можна не треба?🥴",0
"🥺 Важка ніч для Києва та всієї України загалом. Масована ракетна і дронова атака росіян. Люди переховуються на станціях метро. Атака на столицю триває. Наразі відомо про 2 загиблих і 54 поранених, у т.ч. 6 ДІТЕЙ. Репортаж з місця подій –",0
🔞 Увага! Фото 18+! Кадри з місця удару БпЛА рф по автобусу з цивільними на Дніпропетровщині. Більше інформації про атаку –,1
"🔥Повторний вибух на арсеналі ГРАУ в рф. «Гриб» видно за 60+ км. русня каже, що палає не внаслідок прильоту, а через «порушення техніки безпеки». Простими словами, покурили там, де потрібно 🚬",0
🔥Момент вибуху на складі БК. В'їзд у місто перекрито з усіх боків. Триває евакуація місцевих.,0
"🔥100 тисяч тонн боєприпасів злетіли в повітря: потужні вибухи сталися на 51-му арсеналі ГРАУ Міноборони рф у Володимирській області. Зокрема там зберігалися КАБи, артснаряди, ракети для РСЗВ та компоненти ЗРК. Це був один із найбільших складів рф.",0
🤬 Пішли провокації від руснявих підрів. Про вибухи та прильоти у т.о. Донецьку пишуть росЗМІ. Звинувачують Україну в обстрілі.,0
"Вже 18:00. Нібито почало діяти «перемир'я», яке насправді – ширма. Таке вже було раніше: ▪️ Влітку 2014 року наші почали вихід з Іловайську під особисті гарантії путіна. Їх розстріляли впритул. ▪️5 січня 2023 року путін оголосив різдвяне припинення вогню на 36 годин. Його не було. Вже 6 січня русня почала штурм Соледару, і в цей же день обстріляла Херсон і Бахмут. ▪️ 21 квітня 2022 року путін наказав скасувати штурм «Азовсталі». русня просто продовжила закидувати завод фугасними бомбами. ТРУХА⚡️Украина | Прислать новость",0
❗️❗️❗️ Кадри 18+. Відео без цензури –,1
"Давно шукаєш для себе авто за вигідною ціною та досі не знайшов нічого цікавого? Експерти з American Express кожен день виставляють у канал найкращі та найвигідніші авто пропозиції з усього світу! 🔥 Чому обирають American Express: ✅ Тисячі позитивних відгуків та звітів з доставлених авто. ✅ 100% юридична гарантія угоди - будь впевнений у якості послуги. ✅ Страхування - повне КАСКО вашого авто на період доставки із-за кордону. ✅ Швидка доставка – від 14 днів до України. ✅ Надійність – кожен автомобіль проходить повну перевірку перед доставкою. ✅ Найнижчі ціни на ринку – American Express працюють для того, щоб ви економили. ✅ Досвідчена команда – на ринку з 2017 року, і маємо велику кількість кейсів та відгуків у нашому ТГ каналі. ✅ Кредит та розтермінування на будь-яке авто. Переконайтеся самі – дивіться відгуки та відеозвіти клієнтів (посилання в Telegram). Хочете стати одним із задоволених клієнтів? Звертайся за безкоштовною консультацією від менеджера American Express прямо зараз! 😎 #реклама",1
"💔 Страсна п'ятниця. Понад 60 поранених, у т.ч. 5 ДІТЕЙ, і вже двоє загиблих внаслідок ударів рф по Україні. ▪️Суми. росіяни вгатили БпЛА по виробництву пасок. Загинув підприємець, який приїхав за продукцією. Є постраждала; ▪️Харків. По густонаселеному р-ну міста вдарили ракетами. Понад 60 поранених, є загиблий. Як і в Сумах у неділю: касетний Іскандер вибухнув у повітрі; ▪️Дніпро. Пошкоджені фітнес-центр, готель, офіс, інші цивільні об'єкти через ракетну атаку. ПЗДЦ. На 2-му відео – шрапнель, якою була начинена балістика, що вгатила по Харкову. Виродки хотіли якомога більше жертв.",0
"🔥«Один в ангар въбал! Стены нет, нахй, с крышей!» – БпЛА знову вгатили по 112-й ракетній бригаді рф, що причетна до атаки на Суми у Вербну неділю. На кадрах – м. Шуя. Пишуть про мінімум 7 вибухів. Попередньо, є влучання по ангарах, де зберігають ракети «Іскандер».",0
"«Я пдор»: обстановка у ТікТоці професійного футбольного клубу «Ельче» з Іспанії. Звук 18+. Схоже, SММ-ника BMW звільнили після легендарного відео і він знайшов роботу😁",1
💥 «Мамочки! Господи!» – обстановка в Курську вночі. Було ≈ 30 вибухів. Є інфа про влучання у БпЛА у житловий будинок через «надійне»ПеВеО чи РЕБ. Загалом над Курщиною збили 109 невідомих дронів.,0
"🤬Вибух пролунав у Сумах. Над містом піднімається стовп диму, – місцеві канали. Репортаж з місця подій – Труха⚡️Суми",0
"🤯 Ліквідувати командирів ЗСУ на Яворівському полігоні біля Львова планував один із його інструкторів. Він працював на фсб та російську воєнну розвідку. Готував теракти проти командирів, які проходили підготовку з підрозділами. Хотів закласти вибухівку у штабі або навести на полігон ракетний удар. СБУ затримала зрадника, йому загрожує довічний строк з конфіскацією. Все, що думаєте про нього, пишіть у коментах!",0
"❗️Атака російських військ на цивільні цілі в Сумах переходить межу прийнятного та показує, чому Дональд Трамп хоче зупинити війну, – Келлог.",0
"❗️24 загиблих у Сумах, з них 1 дитина. 84 поранених, – ДСНС. Тим часом очільник Сумської ОВА повідомив, що найбільше жертв було у тролейбусі, де майже всі пасажири загинули. Удар наносили ракетами з касетним спорядженням. Кадри 18+. кончені русняві тварюки свідомо били по центру міста «касетами»🤬 Репортаж з місця подій –",0
"🔞Моторошне відео. Момент удару по Сумах і перші хвилини після атаки. Черговий кривавий злочин росіян показав голова Сумської ОВА Артюх. Увага, відео 18+, містить чутливі кадри! Репортаж з місця подій –",1
"🔥Гаряча ніч на росії! Після вибуху палає ТЕЦ в Оренбурзі. Місцева влада каже, «сталося замикання». Та жителі пишуть, що чули як щось летіло, а потім вибух. Якою б не була причина, палає гарно!",0
"🎯 Франція: обов’язкова реєстрація гравців в онлайн-гемблінгу У Франції кожен гравець онлайн-казино має бути зареєстрований із повною верифікацією особи, віку та платіжних реквізитів. Крім цього, оператори зобов’язані відраховувати частку від загальної суми ставок на фінансування досліджень залежності від азартних ігор. Про це йдеться у дослідженні Центру відповідальної гри, що реалізується за підтримки Slots City, який системно аналізує європейські практики регулювання азарту. Механізм спрямований на боротьбу з шахрайством і, водночас, дозволяє ефективно виявляти ризикову поведінку гравців — зокрема, неповнолітніх або надмірно активних користувачів. А фінансування моніторингового центру дозволяє посилити наукову базу у протидії лудоманії. 📎 Деталі досвіду Франції та інших країн Західної Європи – у дослідженні Центру: за посиланням.",0
"🤯 Сильна пожежа у Києві після вибухів! Мер уточнює, що у Святошинському р-ні палають нежитлові приміщення, а у Дарницькому – приватний будинок. Більше про атаку –",0
"🤬 Виблдки з рф розстріляли 4 українських військовополонених у Запорізькій області. Відео страти показали журналісти AP. Це сталось 13 березня 2025 біля с. Пʼятихатки. Наші військові під прицілом вийшли зі зруйнованого будинку і лягли обличчям у траву, а росіяни впритул розстріляли їх. Тварюки. Ніколи не пробачимо.",0
"❗️❗️Увага, нова загроза! росіяни почали застосовувати БпЛА, що розкидають(!) вибухонебезпечні предмети, – МВС. ▪️Вони можуть використовуватись ворогом для ураження будь-якого з регіонів країни. Ризик надзвичайно високий й через те, що час вибуху таких боєприпасів невідомий(!). ▪️Уважно подивіться на фото – так можуть виглядати ці вибухонебезпечні предмети👆Якщо ви побачили підозрілий предмет, не підходьте, не чіпайте(!), телефонуйте 101, 102 чи 112. Попередьте рідних та знайомих!",0
"💔 ЖАХ! Сильні руйнування у Миколаєві після нальоту дронів рф. У місті кілька пожеж. Є постраждалі, двоє з них госпіталізовано. Виродки знову бʼють по цивільних 🤬 Перші кадри після вибухів –",0
"😱Тернополянку засудили за пересилання нюдсів своєму куму: їй призначили рік умовно. Так жінка хотіла віддячити йому за допомогу по господарству. Вона надіслала чоловіку 16 фото та 4 відеозаписи порнографічного характеру, йдеться в ухвалі суду. Рука допомоги обернулась руками за голову😁",0
"🤯У Дніпрі сильні пожежі біля житлових будинків внаслідок масованої атаки шахедів: кадри публікують місцеві канали. Тим часом у Харкові мінімум 15 вибухів за вечір, пише ОВА. Усі подробиці в регіональних каналах: Труха⚡️Дніпро та Труха⚡️Харків",0
"🤬Масована атака шахедів на Харків, більше 8-ми вибухів у місті. Усі деталі –",0
"🤬Шахраї обікрали ЗСУ на 11 мільйонів, не поставивши обіцяні дрони, – поліція. Злочинці зареєстрували підставні ФОПи, продавали невеликі партії дронів, а потім вимагали передоплату за великі поставки. Після цього зникали, а гроші переводили на криптогаманці та фіктивні рахунки.",0
"Давно шукаєш для себе авто за вигідною ціною та досі не знайшов нічого цікавого? Експерти з American Express кожен день виставляють у канал найкращі та найвигідніші авто пропозиції з усього світу! 🔥 Чому обирають American Express: ✅ Тисячі позитивних відгуків та звітів з доставлених авто. ✅ 100% юридична гарантія угоди - будь впевнений у якості послуги. ✅ Страхування - повне КАСКО вашого авто на період доставки із-за кордону. ✅ Швидка доставка – від 14 днів до України. ✅ Надійність – кожен автомобіль проходить повну перевірку перед доставкою. ✅ Найнижчі ціни на ринку – American Express працюють для того, щоб ви економили. ✅ Досвідчена команда – на ринку з 2017 року, і маємо велику кількість кейсів та відгуків у нашому ТГ каналі. ✅ Кредит та розтермінування на будь-яке авто. Переконайтеся самі – дивіться відгуки та відеозвіти клієнтів (посилання в Telegram). Хочете стати одним із задоволених клієнтів? Звертайся за безкоштовною консультацією від менеджера American Express прямо зараз! 😎 #реклама",1
"Київрада готується до гучної відставки секретаря Володимира Бондаренка. Завтра, 8 квітня, в Київраді може статися те, на що давно чекали кияни — депутати планують голосувати за відставку Володимира Бондаренка. Того самого, якого пов’язують із «туалетними» схемами, фейковим дипломом і «плівками Комарницького». І так, він досі обіймає одну з найвпливовіших посад у столиці. Кличко намагається не допустити голосування — на попередньому засіданні він просто закрив сесію, щойно питання зачепили. Зараз його найближчий соратник Поворозник, який також отримав підозру, намагається зберегти Бондаренко усіма силами переконуючи мэра. Але депутати наполягають: ігнорувати не вийде. Єдиний аргумент мера за збереження Бондаренка, що секретар проходить у корупційній справі лише свідком. Наступний раунд — уже завтра. Також на 9:00 вівторка анонсовано масштабний мітинг за звільнення секретаря Київради проти схем Комарницького, тож долучайтесь",0
"⚡️ Віктор та Олена Пінчуки відкрили у Тернополі інноваційний реабілітаційний центр RECOVERY для поранених військових. 💪 У Тернополі запрацював новий реабілітаційний центр RECOVERY, де щороку 1 000 поранених військових можуть отримувати безоплатну, якісну та доказову реабілітаційну допомогу. Це вже 17-й центр у національній мережі RECOVERY, яка надає безоплатні послуги з реабілітації військовим після поранень. Тернопільський інноваційний реабілітаційний центр національної мережі RECOVERY: 🟠Центр розрахований на 46 пацієнтів і оснащений інноваційним обладнанням для допомоги військовим із найскладнішими пораненнями. 🟠 Комплекс інноваційних тренажерів і апаратів для реабілітації, що охоплює весь спектр можливих функціональних порушень, зокрема отриманих унаслідок мінно-вибухових травм. 🟠 Простір обладнано згідно зі світовими стандартами інклюзивності та технологічності. 🟠 Мультидисциплінарна команда центру RECOVERY розробляє індивідуальні реабілітаційні плани для кожного пацієнта, забезпечуючи високоякісну допомогу завдяки інноваційному обладнанню. 👉 Національну мережу RECOVERY заснували Віктор та Олена Пінчуки задля допомоги Силам безпеки й оборони. Наразі в Україні функціонують 17 центрів RECOVERY: у Вінниці, Дніпропетровській області (три центри), Києві (два), Луцьку, Львові, Одесі (два), Полтаві, Рівному, Тернополі, Хмельницькому, Черкасах, Чернівцях та Чернігові. Загалом понад 23 000 військових уже отримали реабілітаційну допомогу в центрах мережі RECOVERY.",1
"❗️Audi та JLR (Jaguar Land Rover) призупиняють свої поставки до США через американське мито, пише газета Automobilwoche.",0
"🤯 Масштабні руйнування у Києві внаслідок балістичної атаки підрів рф. Коротко про новий масований удар росіян сьогодні👇 ▪️Всю ніч рф атакувала нас БпЛА. Близько 2-ї ночі відбулися пуски «Калібрів»; ▪️У той же час стало відомо про борти Ту-95 у повітрі (їх було 8-10 штук). Пуски крилатих ракет зафіксували о 5-й ранку; ▪️Поки «чекали» їх, росіяни масовано вдарили балістикою по столиці; ▪️Київ. Пожежі у нежитловій забудові у трьох р-нах. Троє постраждалих, пошкоджені 8 автівок. Місцеві ЗМІ пишуть, що згорів магазин; ▪️Вибухи чули на Черкащині (в основному – Умань), Миколаївщині, Київщині, Одещині. Через БпЛА було гучно на Полтавщині та Сумщині.",0
"🛡 «Cталевий фронт» Ахметова запустив виробництво захисних екранів для канадських бронемашин Roshel, які масово використовуються на фронті. Це бронетехніка для евакуації, патрулювання й перевезення особового складу. Попри надійну базову броню, у фронтових умовах вона потребує додаткового захисту від FPV-дронів. Саме тому інженери Метінвест разом з військовими розробили спеціальні захисні екрани. Вони встановлюються поверх корпусу та перехоплюють вибухову хвилю і уламки. 💪🏻💪🏻",0
"🤯 Вибухівка у секс-іграшках! росія юзає їх для диверсій у Європі. Диверсійну групу, пов’язану з рф, викрили після вибухів на складах Британії, Німеччини та Польщі. Вибухівку закладають в іграшки, масажні подушки та косметичні тюбики, пише Reuters.",1
"🔥«Летит в наглую! Єбть! Бах!» – на росії атаковано єдиний завод, що виробляє оптоволокно для дронів. Це Саранськ вночі. Після вибухів почалася сильна пожежа. Також пишуть про атаку завод з виробництва вибухових речовин у Самарській області.",0
🔞Кадри 18+ Це жах. Люди живцем згоріли в автівці у Кривому Розі. Репортаж з місця подій –,1
"❗️Платити будемо БІЛЬШЕ! Ставки податку на нерухомість в Україні змінюються, – Finance. ▪️Базова ставка податку підвищують до 1,5% від мінімальної зп за кожен м², що перевищує встановлену норму; ▪️Податок сплачуватимуть власники квартир площею понад 60 м² та будинків понад 120 м²; ▪️У великих н.п. місцева влада зможе встановлювати додаткові коефіцієнти, що впливатимуть на розмір платежу; ▪️Для соціально вразливих категорій будуть пільги, які можуть отримати багатодітні сім’ї, ветерани, пенсіонери.",0
"❗️Вибухнуло авто одного з чиновників у Дніпрі вранці. Посадовець і дружина поранені. Поліція зʼясовує обставини. Також на місці працює СБУ, прокуратура. За даними РБК-Україна, поранено очільника Лівобережної міської адміністрації Юрія Федька.",0
